file_location,doi,title,authors,year,journal
pmc_PMC9805769.txt,10.5455/ovj.2022.v12.i6.3,Characterization of microbial communities and predicted metabolic pathways in the uterus of healthy mares,"[""Pamela Thomson"", ""Josefina Pareja"", ""Andrea Núñez"", ""Rodrigo Santibáñez"", ""Rodrigo Castro""]",2022,Open Veterinary Journal
pmc_PMC9971159.txt,10.1007/s00415-022-11488-y,Present and future of the diagnostic work-up of multiple sclerosis: the imaging perspective,"[""Massimo Filippi"", ""Paolo Preziosa"", ""Douglas L. Arnold"", ""Frederik Barkhof"", ""Daniel M. Harrison"", ""Pietro Maggi"", ""Caterina Mainero"", ""Xavier Montalban"", ""Elia Sechi"", ""Brian G. Weinshenker"", ""Maria A. Rocca""]",2022,Journal of Neurology
https___openalex_org_W3203507278.txt,10.1186/s12917-021-03016-3,An in vivo pharmacokinetic study of metformin microparticles as an oral sustained release formulation in rabbits,"[""Sihem Bouriche"", ""Angela Alonso-García"", ""Carlos Cárceles Rodríguez"", ""Farouk Rezgui"", ""Emilio Fernández-Varón""]",2021,BMC Veterinary Research
https___openalex_org_W4319862122.txt,10.1002/bse.3359,Pro‐environmental employees and sustainable hospitality and tourism businesses: Exploring strategic reasons and global motives for green behaviors,"[""Xiaoting Chi"", ""Bo Meng"", ""Hyerin Lee"", ""Bee‐Lia Chua"", ""Heesup Han""]",2023,Business Strategy and the Environment
https___openalex_org_W3125669120.txt,10.1038/s41545-020-00097-9,Phosphorus removal and recovery from wastewater via hybrid ion exchange nanotechnology: a study on sustainable regeneration chemistries,"[""Miles Ownby"", ""David-Alexandre Desrosiers"", ""Céline Vaneeckhaute""]",2021,npj Clean Water
pmc_PMC4164636.txt,10.1371/journal.pone.0107659,Feeding a High-Concentrate Corn Straw Diet Induced Epigenetic Alterations in the Mammary Tissue of Dairy Cows,"[""Guozhong Dong"", ""Min Qiu"", ""Changjin Ao"", ""Jun Zhou"", ""Khas-Erdene"", ""Xi Wang"", ""Zhu Zhang"", ""You Yang""]",2014,PLoS ONE
https___openalex_org_W4381888403.txt,10.3389/fmicb.2023.1200997,Microbiomes in the context of developing sustainable intensified aquaculture,"[""Marlene Lorgen-Ritchie"", ""Tamsyn Uren Webster"", ""Jamie McMurtrie"", ""David Bass"", ""Charles R. Tyler"", ""Andrew F. Rowley"", ""Samuel Martín""]",2023,Frontiers in Microbiology
https___openalex_org_W4280588844.txt,10.1002/csr.2287,The three pillars of sustainability and agile project management: How do they influence each other,"[""F.J.G. Silva"", ""Konstantinos Kirytopoulos"", ""Luı́s Pinto Ferreira"", ""José Carlos Sá"", ""Gilberto Santos"", ""Maria Carolina Cancela Nogueira""]",2022,Corporate Social Responsibility and Environmental Management
https___openalex_org_W4396578882.txt,10.1002/adfm.202406557,"Tough, Waterproofing, and Sustainable Bio‐Adhesive Inspired by the Dragonfly Wing","[""Ying Zhou"", ""Jing Luo"", ""Qiumei Jing"", ""Shengbo Ge"", ""Sherry Chen"", ""Zhanhu Guo"", ""Jianzhang Li"", ""Zixiao Liu"", ""Ping He"", ""Ximin He"", ""Ben Bin Xu""]",2024,Advanced Functional Materials
pmc_PMC10141085.txt,10.3390/molecules28083628,Identification of Protein Quality Markers in Toad Venom from Bufo gargarizans,"[""Meiyun Yang"", ""Weiwei Huan"", ""Guobing Zhang"", ""Jie Li"", ""Fengyan Xia"", ""Rabia Durrani"", ""Wei Zhao"", ""Jidong Lu"", ""Xinmeng Peng"", ""Fei Gao""]",2023,Molecules
pmc_PMC9889892.txt,10.9758/cpn.2023.21.1.49,Quetiapine Treatment for Post-traumatic Stress Disorder: A Systematic Review of the Literature,"[""Calogero Crapanzano"", ""Stefano Damiani"", ""Ilaria Casolaro"", ""Chiara Amendola""]",2023,Clinical Psychopharmacology and Neuroscience
pmc_PMC9967865.txt,10.3390/ma16041678,Supramolecular Weaving by Halogen-Bonding in Functionality-Rich Hexasubstituted Aromatic Synthons,"[""Matteo Catenazzi"", ""Andrea Nitti"", ""Massimo Boiocchi"", ""Gabriele Bianchi"", ""Riccardo Po"", ""Dario Pasini""]",2023,Materials
https___openalex_org_W3215908867.txt,10.3390/su132313009,Business Model of Sustainable Robo-Advisors: Empirical Insights for Practical Implementation,"[""Cam-Duc Au"", ""Lars Klingenberger"", ""Martin Svoboda"", ""Eric Frère""]",2021,Sustainability
pmc_PMC10140844.txt,10.3390/insects14040390,"Is Every Vein a Real Vein? Cross-Section of the Wing of Matsucoccus Pini (Insecta, Hemiptera, Coccoidea: Matsucoccidae)","[""Barbara Franielczyk-Pietyra"", ""Małgorzata Kalandyk-Kołodziejczyk"", ""Jowita Drohojowska""]",2023,Insects
https___openalex_org_W3135935467.txt,10.3390/en14061767,Assessing the Level of Energy and Climate Sustainability in the European Union Countries in the Context of the European Green Deal Strategy and Agenda 2030,"[""Magdalena Tutak"", ""Jarosław Brodny"", ""Peter Bindzár""]",2021,Energies
https___openalex_org_W4285599931.txt,10.1016/j.xinn.2022.100288,Navigating Chinese cities to achieve sustainable development goals by 2030,"[""Huijuan Xiao"", ""Zhenci Xu"", ""Jingzheng Ren"", ""Ya Zhou"", ""Ruojue Lin"", ""Sheng Bao"", ""Long Zhang"", ""Shengfang Lu"", ""C.K.M. Lee"", ""Jianguo Liu""]",2022,The Innovation
https___openalex_org_W3135820720.txt,10.1016/j.clrc.2021.100012,Virtual reality and sustainable behavior in business,"[""Albert Jolink"", ""Eva Niesten""]",2021,Cleaner and Responsible Consumption
https___openalex_org_W4400742402.txt,10.1016/j.atech.2024.100504,Smart fertilizer technologies: An environmental impact assessment for sustainable agriculture,"[""Sukhdeep Singh"", ""Ravinder Singh"", ""Kulpreet Singh"", ""K Katoch"", ""Ahmed Asaad Zaeen"", ""Dereje Ademe Birhan"", ""Atinderpal Singh"", ""Hardev S. Sandhu"", ""Hardeep Singh"", ""Lakesh K. Sahrma""]",2024,Smart Agricultural Technology
https___openalex_org_W4311376697.txt,10.3390/su142416746,Investors’ Perceptions of Sustainability Reporting—A Review of the Experimental Literature,"[""Maria Misiuda"", ""Maik Lachmann""]",2022,Sustainability
pmc_PMC9959944.txt,10.1007/s11126-023-10016-z,"A Novel Approach to Delivering Evidence-based, High-quality Care in Psychiatry Through an Electronic Integrated Care Pathway (eICP) Pilot","[""Luming Li"", ""Macarena Kruger"", ""Nancy Kim"", ""Shawn Ong"", ""Sarah Riley"", ""Kelsey Cameron"", ""Kourtney Koslosky"", ""Deborah Rhodes""]",2023,The Psychiatric Quarterly
https___openalex_org_W3121127759.txt,10.3389/fpls.2020.627345,Understanding Multilevel Selection May Facilitate Management of Arbuscular Mycorrhizae in Sustainable Agroecosystems,"[""Nancy Collins Johnson"", ""Kara Skye Gibson""]",2021,Frontiers in Plant Science
https___openalex_org_W4386197888.txt,10.1016/j.jmapro.2023.08.026,"Comprehensive analysis of tool wear, surface roughness and chip morphology in sustainable turning of Inconel-601 alloy","[""Mehmet Erdi Korkmaz"", ""Munish Kumar Gupta"", ""Mustafa Günay"", ""Mehmet Boy"", ""Nafiz Yaşar"", ""Recep Demirsöz"", ""Nimel Sworna Ross"", ""Y. Abbas""]",2023,Journal of Manufacturing Processes
https___openalex_org_W3196655189.txt,10.3390/su13179879,Detection of Financial Statement Fraud Using Deep Learning for Sustainable Development of Capital Markets under Information Asymmetry,"[""Chyan-Long Jan""]",2021,Sustainability
https___openalex_org_W4289731075.txt,10.3389/fsufs.2022.925802,Rhizospheric microorganisms: The gateway to a sustainable plant health,"[""Siphiwe Prudence Dlamini"", ""Akinlolu Olalekan Akanmu"", ""Olubukola Oluranti Babalola""]",2022,Frontiers in Sustainable Food Systems
pmc_PMC10141409.txt,10.1021/acs.nanolett.3c00042,"Optical Monitoring of In Situ Iron Loading into Single, Native Ferritin Proteins","[""Arman Yousefi"", ""Cuifeng Ying"", ""Christopher D. J. Parmenter"", ""Mahya Assadipapari"", ""Gabriel Sanderson"", ""Ze Zheng"", ""Lei Xu"", ""Saaman Zargarbashi"", ""Graham J. Hickman"", ""Richard B. Cousins"", ""Christopher J. Mellor"", ""Michael Mayer"", ""Mohsen Rahmani""]",2023,Nano Letters
https___openalex_org_W4313495531.txt,10.1016/j.scca.2023.100012,"A realistic look at CO2 emissions, climate change and the role of sustainable chemistry","[""Gadi Rothenberg""]",2023,Sustainable Chemistry for Climate Action
pmc_PMC10214430.txt,10.1192/bjb.2021.128,Factors that influence psychiatric trainees’ choice of higher training specialty: mixed-methods study,"[""Nicholas Wolstenholme"", ""Iain McKinnon"", ""Adrian J. Lloyd""]",2023,BJPsych Bulletin
pmc_PMC9883571.txt,10.1002/cam4.5045,The clinical relative biological effectiveness and prostate‐specific antigen kinetics of carbon‐ion radiotherapy in low‐risk prostate cancer,"[""Yu‐Mei Kang"", ""Hitoshi Ishikawa"", ""Taku Inaniwa"", ""Yuma Iwai"", ""Naruhiro Matsufuji"", ""Goro Kasuya"", ""Noriyuki Okonogi"", ""Yu‐Ming Liu"", ""Yee Chao"", ""Masaru Wakatsuki"", ""Hirohiko Tsujii"", ""Hiroshi Tsuji""]",2022,Cancer Medicine
pmc_PMC10140155.txt,10.1016/j.jbc.2023.104608,Structural basis for reduced ribosomal A-site fidelity in response to P-site codon–anticodon mismatches,"[""Ha An Nguyen"", ""Eric D. Hoffer"", ""Crystal E. Fagan"", ""Tatsuya Maehigashi"", ""Christine M. Dunham""]",2023,The Journal of Biological Chemistry
https___openalex_org_W4378072168.txt,10.1016/j.ejpoleco.2023.102403,Does government spending efficiency improve fiscal sustainability?,"[""António Afonso"", ""José Alves""]",2023,European Journal of Political Economy
https___openalex_org_W4408200601.txt,10.3390/ijerph22030382,Biodigesters for Sustainable Food Waste Management,"[""Jay N. Meegoda"", ""Charmi Chande"", ""Ishani Bakshi""]",2025,International Journal of Environmental Research and Public Health
pmc_PMC9829422.txt,10.1016/j.procs.2022.12.121,Developing an online information portal for enhancing society awareness of RPTRA (A case study RPTRA MAYA ASRI 13),"[""Yulyani Arifin"", ""Elizabeth Paskahlia Gunawan"", ""Margaretha Ohyver""]",2023,Procedia Computer Science
https___openalex_org_W4405590126.txt,10.3389/frsc.2024.1449404,Integrating machine learning for the sustainable development of smart cities,"[""Manel Mrabet"", ""Maha Sliti""]",2024,Frontiers in Sustainable Cities
pmc_PMC10069463.txt,10.1101/gr.277068.122,Complex hierarchical structures in single-cell genomics data unveiled by deep hyperbolic manifold learning,"[""Tian Tian"", ""Cheng Zhong"", ""Xiang Lin"", ""Zhi Wei"", ""Hakon Hakonarson""]",2023,Genome Research
https___openalex_org_W4315434836.txt,10.1016/j.jaap.2023.105864,Employment of conventional and flash pyrolysis for biomass wastes from the textile industry with sustainable prospects,"[""B. Ruíz"", ""E. Fuente"", ""Alejandro Pérez"", ""L. Taboada-Ruiz"", ""Juan M. Sanz"", ""Luis Fernando Calvo"", ""Sergio Bermejo""]",2023,Journal of Analytical and Applied Pyrolysis
https___openalex_org_W4362593051.txt,10.1007/s13399-023-04111-1,Utilizing orange peel waste biomass in textile wastewater treatment and its recyclability for dual biogas and biochar production: a techno-economic sustainable approach,"[""Roice Bwambale Kalengyo"", ""Mona G. Ibrahim"", ""Manabu Fujii"", ""Mahmoud Nasr""]",2023,Biomass Conversion and Biorefinery
pmc_PMC10387456.txt,10.1007/s00268-023-07043-z,Risk Factors for Postoperative Complications Following Resection of Colorectal Liver Metastases and the Impact on Long-Term Survival: A Population-Based National Cohort Study,"[""Peter Scherman"", ""Ingvar Syk"", ""Erik Holmberg"", ""Peter Naredi"", ""Magnus Rizell""]",2023,World Journal of Surgery
https___openalex_org_W4403082048.txt,10.1002/csr.2992,Effectiveness of sustainability communication on stakeholder engagement: A multi‐method qualitative assessment of sustainable development,"[""Soni Agrawal"", ""Arghya Ray"", ""Nripendra P. Rana""]",2024,Corporate Social Responsibility and Environmental Management
https___openalex_org_W3216840341.txt,10.1038/s41467-021-27298-1,Cilia locally synthesize proteins to sustain their ultrastructure and functions,"[""Kai Hao"", ""Ya‐Wen Chen"", ""Xiumin Yan"", ""Xueliang Zhu""]",2021,Nature Communications
https___openalex_org_W4220761540.txt,10.3390/su14063311,Workplace 4.0: Exploring the Implications of Technology Adoption in Digital Manufacturing on a Sustainable Workforce,"[""Natalie Leesakul"", ""Anne‐Marie Oostveen"", ""Iveta Eimontaite"", ""Max L. Wilson"", ""Richard Hyde""]",2022,Sustainability
https___openalex_org_W4283013698.txt,10.1038/s43247-022-00468-9,Integrating sustainability into climate finance by quantifying the co-benefits and market impact of carbon projects,"[""Jiehong Lou"", ""Nathan Hultman"", ""Anand Patwardhan"", ""Yueming Qiu""]",2022,Communications Earth & Environment
pmc_PMC10058224.txt,10.3390/s23062996,Study of Force-Frequency Characteristics in AT-Cut Strip Quartz Crystal Resonators with Different Rotation Angles,"[""Gang Yang"", ""Xianhe Huang"", ""Ke Tan"", ""Qiao Chen"", ""Wei Pan""]",2023,"Sensors (Basel, Switzerland)"
pmc_PMC10140261.txt,10.1038/s41598-023-34137-4,Increased TG to HDL-C ratio is associated with severity of drug-induced liver injury,"[""Xiaoqing Jia"", ""Xiaoting Zhang"", ""Ming Yan"", ""Dalong Sun"", ""Rong Li"", ""Na Yang"", ""Zheng Luo""]",2023,Scientific Reports
pmc_PMC9972154.txt,10.1002/cam4.5214,Construction of a cuproptosis‐related lncRNA signature for predicting prognosis and immune landscape in osteosarcoma patients,"[""Shumin Ni"", ""Jinjiong Hong"", ""Weilong Li"", ""Meng Ye"", ""Jinyun Li""]",2022,Cancer Medicine
pmc_PMC9968324.txt,10.1038/s41598-022-27276-7,Differential expression of interferon-induced protein with tetratricopeptide repeats 3 ( IFIT3 ) in Alzheimer's disease and HIV-1 associated neurocognitive disorders,"[""Armando Garces"", ""Bryan Martinez"", ""Roberto De La Garza"", ""Deepa Roy"", ""Kaylie-Anna Vallee"", ""Jerel Adam Fields"", ""David J. Moore"", ""Hansapani Rodrigo"", ""Upal Roy""]",2023,Scientific Reports
pmc_PMC10229733.txt,10.1007/s00442-023-05380-3,"Drivers of Batrachochytrium dendrobatidis infection load, with evidence of infection tolerance in adult male toads ( Bufo spinosus )","[""Jaime Bosch"", ""Barbora Thumsová"", ""Robert Puschendorf"", ""Jon Bielby""]",2023,Oecologia
https___openalex_org_W4379977661.txt,10.1016/j.jenvman.2023.118212,On the urban resource and environment carrying capacity in China: A sustainable development paradigm,"[""Lu Xu"", ""Chunxiao Wang"", ""Ning Ba"", ""Yu Hao""]",2023,Journal of Environmental Management
https___openalex_org_W4305072044.txt,10.1021/acssuschemeng.2c04284,Lignin: A Sustainable Antiviral Coating Material,"[""Alice Boarino"", ""Heyun Wang"", ""Francesca Olgiati"", ""Fiora Artusio"", ""Melis Özkan"", ""Stefania Bertella"", ""Nicolò Razza"", ""Valeria Cagno"", ""Jeremy S. Luterbacher"", ""Harm‐Anton Klok"", ""Francesco Stellacci""]",2022,ACS Sustainable Chemistry & Engineering
https___openalex_org_W4317033085.txt,10.1007/s42773-022-00198-3,"Synthesis, characterization, safety design, and application of NPs@BC for contaminated soil remediation and sustainable agriculture","[""Tong Zheng"", ""Shaohu Ouyang"", ""Qixing Zhou""]",2023,Biochar
https___openalex_org_W3173465555.txt,10.4081/ija.2021.1851,Plant extracts - importance in sustainable agriculture,"[""Katarzyna Godlewska"", ""Domenico Ronga"", ""Izabela Michalak""]",2021,Italian Journal of Agronomy
https___openalex_org_W4206703228.txt,10.1038/s41598-021-04025-w,Sustainable phyto-fabrication of silver nanoparticles using Gmelina arborea exhibit antimicrobial and biofilm inhibition activity,"[""Smitha Chandrasekharan"", ""Gandhimathi Chinnasamy"", ""Somika Bhatnagar""]",2022,Scientific Reports
https___openalex_org_W4391428419.txt,10.1126/science.adj6171,Sustainability limits needed for CO 2 removal,"[""Alexandra Deprez"", ""Paul Leadley"", ""Kate Dooley"", ""Phillip Williamson"", ""Wolfgang Crämer"", ""Jean‐Pierre Gattuso"", ""Aleksandar Rankovic"", ""E. Carlson"", ""Felix Creutzig""]",2024,Science
https___openalex_org_W3135260420.txt,10.1111/basr.12222,Personality traits and bricolage as drivers of sustainable social responsibility in family SMEs: A COVID‐19 perspective,"[""Muhammad Anwar"", ""Thomas Clauß""]",2021,Business and Society Review
pmc_PMC10051238.txt,10.3390/vaccines11030711,Deep Mutational Scanning to Predict Escape from Bebtelovimab in SARS-CoV-2 Omicron Subvariants,"[""Mellissa C. Alcantara"", ""Yusuke Higuchi"", ""Yuhei Kirita"", ""Satoaki Matoba"", ""Atsushi Hoshino""]",2023,Vaccines
https___openalex_org_W3120708720.txt,10.3390/su13020805,A Typology of Winery SME Brand Strategies with Implications for Sustainability Communication and Co-Creation,"[""Marc Dreßler"", ""Ivan Paunović""]",2021,Sustainability
https___openalex_org_W4401977746.txt,10.3390/su16167124,A Bibliometric Review of Innovations in Sustainable Tourism Research: Current Trends and Future Research Agenda,"[""Lina Pilelienė"", ""Viktorija Grigaliūnaitė"", ""Yuliya Bogoyavlenska""]",2024,Sustainability
pmc_PMC3167806.txt,10.1371/journal.pone.0023826,Mycobacterium vaccae as Adjuvant Therapy to Anti-Tuberculosis Chemotherapy in Never-Treated Tuberculosis Patients: A Meta-Analysis,"[""Xiao-Yan Yang"", ""Qun-Fei Chen"", ""You-Ping Li"", ""Si-Miao Wu""]",2011,PLoS ONE
https___openalex_org_W4292595719.txt,10.24818/ea/2022/61/861,"Public Procurement, a Tool for Achieving the Goals of Sustainable Development","[""Otilia Manta"", ""Mirela Panait"", ""Eglantina Hysa"", ""Elena Rusu"", ""Maria Cojocaru""]",2022,Amfiteatru Economic
pmc_PMC9289660.txt,10.1007/s10489-022-03796-7,Development and application of equilibrium optimizer for optimal power flow calculation of power system,"[""Essam H. Houssein"", ""Mohamed H. Hassan"", ""Mohamed A. Mahdy"", ""Salah Kamel""]",2022,"Applied Intelligence (Dordrecht, Netherlands)"
https___openalex_org_W4297546415.txt,10.3390/molecules27196347,Recent Progress in the Multicomponent Synthesis of Pyran Derivatives by Sustainable Catalysts under Green Conditions,"[""Suresh Maddila"", ""Nagaraju Kerru"", ""Sreekantha B. Jonnalagadda""]",2022,Molecules
https___openalex_org_W4377195589.txt,10.1016/j.resconrec.2023.107055,Responsibility for sustainable water consumption in the global supply chains,"[""Masaharu Motoshita"", ""Stephan Pfister"", ""Takahiro Sasaki"", ""Keisuke Nansai"", ""Seiji Hashimoto"", ""Ryosuke Yokoi"", ""Kamrul Islam"", ""Matthias Finkbeiner""]",2023,Resources Conservation and Recycling
pmc_PMC10062542.txt,10.1371/journal.pone.0283771,Estimation of bargaining effect in the decision of monetary compensation of executive in investment bank: Evidence from China,"[""Lina Yu"", ""Hua Zhao""]",2023,PLOS ONE
https___openalex_org_W4220762644.txt,10.1016/j.egyr.2022.03.138,Roadmap for achieving energy sustainability in Sub-Saharan Africa: The mediating role of energy use efficiency,"[""Muntasir Murshed"", ""Samiha Khan"", ""A.K.M. Atiqur Rahman""]",2022,Energy Reports
https___openalex_org_W4288903242.txt,10.1007/s10796-022-10317-x,Adoption of Artificial Intelligence and Cutting-Edge Technologies for Production System Sustainability: A Moderator-Mediation Analysis,"[""Sheshadri Chatterjee"", ""Ranjan Chaudhuri"", ""Sachin Kamble"", ""Shivam Gupta"", ""Uthayasankar Sivarajah""]",2022,Information Systems Frontiers
https___openalex_org_W4309115660.txt,10.1186/s13705-022-00372-2,Sustainable energy recovery from thermal processes: a review,"[""Weidong Chen"", ""Zhifeng Huang"", ""K.J. Chua""]",2022,Energy Sustainability and Society
pmc_PMC10214421.txt,10.1192/bjb.2021.122,Sleep: the neglected life factor in adults with intellectual disabilities,"[""Laura Korb"", ""David O'Regan"", ""Jane Conley"", ""Emma Dillon"", ""Rachel Briggs"", ""Ken Courtenay"", ""Bhathika Perera""]",2023,BJPsych Bulletin
https___openalex_org_W4399193104.txt,10.30574/wjarr.2024.22.2.1517,Waste management and circular economy: A review of sustainable practices and economic benefits,"[""Ikponmwosa Aiguobarueghian"", ""Uwaga Monica Adanma"", ""Emmanuel Olurotimi Ogunbiyi"", ""Nko Okina Solomon""]",2024,World Journal of Advanced Research and Reviews
pmc_PMC5384160.txt,10.1186/s12874-017-0332-6,Time-dependent ROC curve analysis in medical research: current methods and applications,"[""Adina Najwa Kamarudin"", ""Trevor Cox"", ""Ruwanthi Kolamunnage-Dona""]",2017,BMC Medical Research Methodology
https___openalex_org_W4221044399.txt,10.3390/su14053114,Mindful Application of Digitalization for Sustainable Development: The Digitainability Assessment Framework,"[""Shivam Gupta"", ""Jakob Rhyner""]",2022,Sustainability
https___openalex_org_W3122123713.txt,10.3390/su13020996,"Research on Sustainable Land Use Based on Production–Living–Ecological Function: A Case Study of Hubei Province, China","[""Chao Wei"", ""Qiaowen Lin"", ""L. Yu"", ""Hongwei Zhang"", ""Sheng Ye"", ""Di Zhang""]",2021,Sustainability
https___openalex_org_W3138244931.txt,10.1016/j.susmat.2021.e00274,Acoustic and thermal characterization of a novel sustainable material incorporating recycled microplastic waste,"[""Marco Caniato"", ""Luca Cozzarini"", ""Chiara Schmid"", ""Andrea Gasparella""]",2021,Sustainable materials and technologies
pmc_PMC10148836.txt,10.1038/s41598-023-34315-4,In vivo imaging of MmpL transporters reveals distinct subcellular locations for export of mycolic acids and non-essential trehalose polyphleates in the mycobacterial outer membrane,"[""Laurie Thouvenel"", ""Jérôme Rech"", ""Christophe Guilhot"", ""Jean-Yves Bouet"", ""Christian Chalut""]",2023,Scientific Reports
https___openalex_org_W4387902864.txt,10.3390/su152115228,Comparative Analysis of Oil and Gas Legal Frameworks in Bangladesh and Nigeria: A Pathway towards Achieving Sustainable Energy through Policy,"[""Mohsin Dhali"", ""Shafiqul Hassan"", ""Umashankar Subramaniam""]",2023,Sustainability
pmc_PMC5298725.txt,10.3390/s17010152,Rapid Transfer Alignment of MEMS SINS Based on Adaptive Incremental Kalman Filter,"[""Hairong Chu"", ""Tingting Sun"", ""Baiqiang Zhang"", ""Hongwei Zhang"", ""Yang Chen""]",2017,"Sensors (Basel, Switzerland)"
https___openalex_org_W4375866196.txt,10.3390/ph16050701,Sustainable Approach of Functional Biomaterials–Tissue Engineering for Skin Burn Treatment: A Comprehensive Review,"[""Loai A. Elfawy"", ""Chiew Yong Ng"", ""Ibrahim N. Amirrah"", ""Zawani Mazlan"", ""Adzim Poh Yuen Wen"", ""Nur Izzah Md Fadilah"", ""Manira Maarof"", ""Yogeswaran Lokanathan"", ""Mh Busra Fauzi""]",2023,Pharmaceuticals
https___openalex_org_W4386156774.txt,10.3389/fenvs.2023.1241593,The concept of smart cities: a sustainability aspect for future urban development based on different cities,"[""Abdullah Addas""]",2023,Frontiers in Environmental Science
https___openalex_org_W4375948364.txt,10.1016/j.ins.2023.119044,Robust stability analysis for class of Takagi-Sugeno (T-S) fuzzy with stochastic process for sustainable hypersonic vehicles,"[""Muhammad Shamrooz Aslam"", ""Prayag Tiwari"", ""Hari Mohan Pandey"", ""Shahab S. Band""]",2023,Information Sciences
https___openalex_org_W3201784071.txt,10.1016/j.procs.2021.08.003,Cybersecurity and Sustainable Development,"[""Adam Sulich"", ""Małgorzata Rutkowska"", ""Agnieszka Krawczyk-Jezierska"", ""Jarosław Jezierski"", ""Tomasz Zema""]",2021,Procedia Computer Science
https___openalex_org_W3131361379.txt,10.1007/s42360-021-00334-2,Precision agriculture and geospatial techniques for sustainable disease control,"[""Daniel P. Roberts"", ""Nicholas M. Short"", ""James Sill"", ""Dilip K. Lakshman"", ""Xiaojia Hu"", ""Michael Buser""]",2021,Indian Phytopathology
https___openalex_org_W3130797445.txt,10.1039/d0gc03171b,Chemical energy storage enables the transformation of fossil energy systems to sustainability,"[""Robert Schlögl""]",2021,Green Chemistry
https___openalex_org_W4289767614.txt,10.4337/9781800373518.00010,"Conceptions of materiality in sustainability reporting frameworks: commonalities, differences and possibilities","[""Stuart Cooper"", ""Giovanna Michelon""]",2022,Edward Elgar Publishing eBooks
pmc_PMC10052758.txt,10.3390/s23062900,Measurement Uncertainty in Clinical Validation Studies of Sensors,"[""John Mark Ansermino"", ""Guy Albert Dumont"", ""Amy Sarah Ginsburg""]",2023,"Sensors (Basel, Switzerland)"
https___openalex_org_W4396830230.txt,10.52214/cjel.v49i2.12633,Corporate Sustainability Due Diligence,"[""Skylar Shulman""]",2024,Columbia Journal of Environmental Law
https___openalex_org_W4317597459.txt,10.1016/j.foodqual.2023.104816,Paying for sustainable food choices: The role of environmental considerations in consumer valuation of insect-based foods,"[""Peter Michel"", ""Toritseju Begho""]",2023,Food Quality and Preference
https___openalex_org_W4318824179.txt,10.1080/16184742.2022.2159482,Environmental matters in sport: sustainable research in the academy,"[""Tim Breitbarth"", ""Brian P. McCullough"", ""Andrea Collins"", ""Anna Gerke"", ""David M. Herold""]",2023,European Sport Management Quarterly
https___openalex_org_W4387948689.txt,10.1001/jamaoncol.2023.4437,Sustained Survival Benefit in Recurrent Medulloblastoma by a Metronomic Antiangiogenic Regimen,"[""Andreas Peyrl"", ""Monika Chocholous"", ""Magnus Sabel"", ""Álvaro Lassaletta"", ""Jaroslav Štěrba"", ""Pierre Leblond"", ""Karsten Nysom"", ""Ingrid Kristin Torsvik"", ""Susan Chi"", ""Thomas Perwein"", ""Neil D. Jones"", ""Stefan Holm"", ""Per Olof Nyman"", ""Helena Mörse"", ""Anders Öberg"", ""Liesa Weiler‐Wichtl"", ""Ulrike Leiss"", ""Christine Haberler"", ""Maresa T. Schmook"", ""Lisa Mayr"", ""Karin Dieckmann"", ""Marcel Kool"", ""Johannes Gojo"", ""Amedeo A. Azizi"", ""Nicolás André"", ""Mark W. Kieran"", ""Irene Slavc""]",2023,JAMA Oncology
https___openalex_org_W3155272963.txt,10.1111/1750-3841.15719,Sunflower seed byproduct and its fractions for food application: An attempt to improve the sustainability of the oil process,"[""Josemar Gonçalves de Oliveira Filho"", ""Mariana Buranelo Egea""]",2021,Journal of Food Science
https___openalex_org_W4382468235.txt,10.1007/s11625-023-01372-7,Advancing sustainable development goals: embedding resilience assessment,"[""Zahra Assarkhaniki"", ""Soheil Sabri"", ""Abbas Rajabifard"", ""Masoud Kahalimoghadam""]",2023,Sustainability Science
https___openalex_org_W4211199917.txt,10.1016/j.asej.2022.101729,Household's awareness and participation in sustainable electronic waste management practices in Saudi Arabia,"[""Abdulaziz I. Almulhim""]",2022,Ain Shams Engineering Journal
https___openalex_org_W4389054241.txt,10.1007/s10040-023-02738-y,Review: Toward sustainable management of groundwater in the deserts of Egypt,"[""Doaa E. El-Agha"", ""François Molle"", ""Mohamed I. Metwally"", ""Sobhy R. Emara"", ""Ahmed Shalby"", ""Asaad M. Armanuos"", ""Abdelazim M. Negm"", ""Tamer A. Gado""]",2023,Hydrogeology Journal
https___openalex_org_W4391142406.txt,10.1002/adfm.202314561,"A Hierarchical Energy Dissipated Structure Enabled Strong, Ultra‐Tough, and Sustainable Adhesives","[""Yubing Fu"", ""Song Chen"", ""Xinyu Chen"", ""Haixun Zheng"", ""Xueling Yan"", ""Zelin Liu"", ""M. P. Wang"", ""Lan Liu""]",2024,Advanced Functional Materials
https___openalex_org_W4226253804.txt,10.3390/su14074219,How Sustainable Is Human Resource Management Really? An Argument for Radical Sustainability,"[""P. Matthijs Bal"", ""Andy Brookes""]",2022,Sustainability
pmc_PMC9968997.txt,10.1177/15269248221145044,"Tacrolimus Formulation, Exposure Variability, and Outcomes in Kidney Transplant Recipients","[""Elaine F. Lai"", ""Huong Thao Nguyen"", ""Olusegun Famure"", ""Yanhong Li"", ""S. Joseph Kim""]",2022,"Progress in Transplantation (Aliso Viejo, Calif.)"
